id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state
11227,LDSMFG_111226,ACTION_HUMAN_CALL,0.46,162212,30-60,UP
11228,LDSMFG_111227,ACTION_FIELD,0.67,386433,30-60,Karnataka
11229,LDSMFG_111228,ACTION_HUMAN_CALL,0.25,194773,60-90,Delhi
11230,LDSMFG_111229,ACTION_DIGITAL,0.5,344711,30-60,Maharashtra
11231,LDSMFG_111230,ACTION_BOT,0.42,347808,30-60,Karnataka
11232,LDSMFG_111231,ACTION_FIELD,0.4,86199,30-60,Delhi
11233,LDSMFG_111232,ACTION_FIELD,0.8,265928,90-180,Tamil Nadu
11234,LDSMFG_111233,ACTION_FIELD,0.42,104764,30-60,Tamil Nadu
11235,LDSMFG_111234,ACTION_HUMAN_CALL,0.43,479434,30-60,Maharashtra
11236,LDSMFG_111235,ACTION_BOT,0.23,127357,60-90,UP
11237,LDSMFG_111236,ACTION_BOT,0.16,347873,30-60,UP
11238,LDSMFG_111237,ACTION_BOT,0.36,426777,30-60,Maharashtra
11239,LDSMFG_111238,ACTION_BOT,0.5,317712,30-60,Karnataka
11240,LDSMFG_111239,ACTION_HUMAN_CALL,0.73,376493,60-90,Karnataka
11241,LDSMFG_111240,ACTION_HUMAN_CALL,0.21,340446,30-60,Maharashtra
11242,LDSMFG_111241,ACTION_HUMAN_CALL,0.57,493596,180+,Maharashtra
11243,LDSMFG_111242,ACTION_HUMAN_CALL,0.45,99968,30-60,Delhi
11244,LDSMFG_111243,ACTION_FIELD,0.66,165576,180+,Maharashtra
11245,LDSMFG_111244,ACTION_FIELD,0.43,383260,90-180,Karnataka
11246,LDSMFG_111245,ACTION_FIELD,0.39,304290,90-180,Tamil Nadu
11247,LDSMFG_111246,ACTION_BOT,0.49,45297,30-60,UP
11248,LDSMFG_111247,ACTION_FIELD,0.71,91394,60-90,Maharashtra
11249,LDSMFG_111248,ACTION_DIGITAL,0.39,394317,90-180,Karnataka
11250,LDSMFG_111249,ACTION_DIGITAL,0.43,393086,60-90,Delhi
11251,LDSMFG_111250,ACTION_DIGITAL,0.15,466823,60-90,Karnataka
11252,LDSMFG_111251,ACTION_DIGITAL,0.36,21939,30-60,Tamil Nadu
11253,LDSMFG_111252,ACTION_BOT,0.5,488683,60-90,Tamil Nadu
11254,LDSMFG_111253,ACTION_BOT,0.15,448931,30-60,Delhi
11255,LDSMFG_111254,ACTION_HUMAN_CALL,0.29,311604,180+,Delhi
11256,LDSMFG_111255,ACTION_FIELD,0.42,464792,60-90,UP
11257,LDSMFG_111256,ACTION_DIGITAL,0.89,204294,30-60,Karnataka
11258,LDSMFG_111257,ACTION_BOT,0.48,410882,60-90,Tamil Nadu
11259,LDSMFG_111258,ACTION_DIGITAL,0.76,67119,60-90,UP
11260,LDSMFG_111259,ACTION_FIELD,0.4,171393,30-60,Maharashtra
11261,LDSMFG_111260,ACTION_BOT,0.62,399995,60-90,Tamil Nadu
11262,LDSMFG_111261,ACTION_HUMAN_CALL,0.41,149258,30-60,Tamil Nadu
11263,LDSMFG_111262,ACTION_DIGITAL,0.65,414675,60-90,Maharashtra
11264,LDSMFG_111263,ACTION_FIELD,0.32,484462,60-90,UP
11265,LDSMFG_111264,ACTION_HUMAN_CALL,0.55,223827,30-60,Delhi
11266,LDSMFG_111265,ACTION_HUMAN_CALL,0.44,272201,30-60,UP
11267,LDSMFG_111266,ACTION_FIELD,0.73,458879,90-180,Tamil Nadu
11268,LDSMFG_111267,ACTION_FIELD,0.44,154805,30-60,Tamil Nadu
11269,LDSMFG_111268,ACTION_HUMAN_CALL,0.26,286301,60-90,Delhi
11270,LDSMFG_111269,ACTION_HUMAN_CALL,0.28,302174,90-180,Maharashtra
11271,LDSMFG_111270,ACTION_BOT,0.28,155685,30-60,Tamil Nadu
11272,LDSMFG_111271,ACTION_BOT,0.35,113612,30-60,Karnataka
11273,LDSMFG_111272,ACTION_HUMAN_CALL,0.67,382224,90-180,Tamil Nadu
11274,LDSMFG_111273,ACTION_BOT,0.42,350172,60-90,Delhi
11275,LDSMFG_111274,ACTION_FIELD,0.72,484498,90-180,Karnataka
11276,LDSMFG_111275,ACTION_BOT,0.49,141260,30-60,Tamil Nadu
11277,LDSMFG_111276,ACTION_HUMAN_CALL,0.0,243178,90-180,Karnataka
11278,LDSMFG_111277,ACTION_HUMAN_CALL,0.69,264418,30-60,Tamil Nadu
11279,LDSMFG_111278,ACTION_HUMAN_CALL,0.77,34680,90-180,UP
11280,LDSMFG_111279,ACTION_BOT,0.06,239433,90-180,Delhi
11281,LDSMFG_111280,ACTION_HUMAN_CALL,0.87,458335,60-90,Delhi
11282,LDSMFG_111281,ACTION_DIGITAL,0.43,369446,60-90,Maharashtra
11283,LDSMFG_111282,ACTION_DIGITAL,0.43,472616,30-60,Tamil Nadu
11284,LDSMFG_111283,ACTION_BOT,0.42,453934,30-60,Delhi
11285,LDSMFG_111284,ACTION_BOT,0.38,41445,60-90,UP
11286,LDSMFG_111285,ACTION_DIGITAL,0.48,10796,60-90,Tamil Nadu
11287,LDSMFG_111286,ACTION_FIELD,0.36,314362,180+,Karnataka
11288,LDSMFG_111287,ACTION_FIELD,0.35,175203,90-180,Maharashtra
11289,LDSMFG_111288,ACTION_DIGITAL,0.32,406339,60-90,UP
11290,LDSMFG_111289,ACTION_BOT,0.48,144294,90-180,Tamil Nadu
11291,LDSMFG_111290,ACTION_HUMAN_CALL,0.21,291218,30-60,Karnataka
11292,LDSMFG_111291,ACTION_BOT,0.48,383232,60-90,Tamil Nadu
11293,LDSMFG_111292,ACTION_BOT,0.5,428041,60-90,Karnataka
11294,LDSMFG_111293,ACTION_DIGITAL,0.63,303983,180+,Tamil Nadu
11295,LDSMFG_111294,ACTION_DIGITAL,0.5,374256,30-60,Tamil Nadu
11296,LDSMFG_111295,ACTION_BOT,0.32,394658,30-60,Tamil Nadu
11297,LDSMFG_111296,ACTION_DIGITAL,0.66,73322,30-60,Karnataka
11298,LDSMFG_111297,ACTION_DIGITAL,0.46,323465,60-90,Maharashtra
11299,LDSMFG_111298,ACTION_BOT,0.48,235246,30-60,Tamil Nadu
11300,LDSMFG_111299,ACTION_DIGITAL,0.29,115100,90-180,Karnataka
11301,LDSMFG_111300,ACTION_HUMAN_CALL,0.4,424204,60-90,Maharashtra
11302,LDSMFG_111301,ACTION_BOT,0.36,302651,30-60,UP
11303,LDSMFG_111302,ACTION_HUMAN_CALL,0.34,104244,90-180,Tamil Nadu
11304,LDSMFG_111303,ACTION_DIGITAL,0.66,496860,60-90,Delhi
11305,LDSMFG_111304,ACTION_BOT,0.07,392932,90-180,Karnataka
11306,LDSMFG_111305,ACTION_FIELD,0.48,362395,90-180,UP
11307,LDSMFG_111306,ACTION_DIGITAL,0.52,290950,90-180,UP
11308,LDSMFG_111307,ACTION_BOT,0.61,135364,90-180,Delhi
11309,LDSMFG_111308,ACTION_BOT,0.38,304045,90-180,Karnataka
11310,LDSMFG_111309,ACTION_FIELD,0.7,415259,60-90,Maharashtra
11311,LDSMFG_111310,ACTION_BOT,0.15,473977,180+,Delhi
11312,LDSMFG_111311,ACTION_HUMAN_CALL,0.58,407968,30-60,Delhi
11313,LDSMFG_111312,ACTION_BOT,0.12,205065,180+,UP
11314,LDSMFG_111313,ACTION_BOT,0.49,178688,30-60,Delhi
11315,LDSMFG_111314,ACTION_HUMAN_CALL,0.17,57127,30-60,Tamil Nadu
11316,LDSMFG_111315,ACTION_FIELD,0.38,472993,90-180,Karnataka
11317,LDSMFG_111316,ACTION_BOT,0.0,267597,60-90,Delhi
11318,LDSMFG_111317,ACTION_BOT,0.22,342576,60-90,Maharashtra
11319,LDSMFG_111318,ACTION_FIELD,0.39,390016,30-60,Tamil Nadu
11320,LDSMFG_111319,ACTION_BOT,0.52,92362,30-60,Karnataka
11321,LDSMFG_111320,ACTION_HUMAN_CALL,0.53,278120,30-60,Karnataka
11322,LDSMFG_111321,ACTION_DIGITAL,0.47,119176,30-60,Maharashtra
11323,LDSMFG_111322,ACTION_BOT,0.49,104122,60-90,Maharashtra
11324,LDSMFG_111323,ACTION_HUMAN_CALL,0.0,337548,90-180,Tamil Nadu
11325,LDSMFG_111324,ACTION_HUMAN_CALL,0.1,349076,90-180,Tamil Nadu
11326,LDSMFG_111325,ACTION_HUMAN_CALL,0.52,102170,30-60,Maharashtra
11327,LDSMFG_111326,ACTION_BOT,0.74,344851,180+,Tamil Nadu
11328,LDSMFG_111327,ACTION_BOT,0.46,487863,30-60,Delhi
11329,LDSMFG_111328,ACTION_BOT,0.38,431904,30-60,Maharashtra
11330,LDSMFG_111329,ACTION_HUMAN_CALL,0.37,222912,180+,UP
11331,LDSMFG_111330,ACTION_BOT,0.46,253178,60-90,Delhi
11332,LDSMFG_111331,ACTION_HUMAN_CALL,0.18,240851,180+,Delhi
11333,LDSMFG_111332,ACTION_HUMAN_CALL,0.42,360933,30-60,Delhi
11334,LDSMFG_111333,ACTION_DIGITAL,0.35,101516,90-180,Delhi
11335,LDSMFG_111334,ACTION_DIGITAL,0.42,400233,30-60,Karnataka
11336,LDSMFG_111335,ACTION_DIGITAL,0.63,12957,90-180,Delhi
11337,LDSMFG_111336,ACTION_FIELD,0.66,112724,30-60,Maharashtra
11338,LDSMFG_111337,ACTION_BOT,0.01,403008,30-60,Maharashtra
11339,LDSMFG_111338,ACTION_HUMAN_CALL,0.48,454198,30-60,Delhi
11340,LDSMFG_111339,ACTION_BOT,0.5,280381,60-90,Karnataka
11341,LDSMFG_111340,ACTION_HUMAN_CALL,0.63,318730,30-60,Delhi
11342,LDSMFG_111341,ACTION_BOT,0.42,480003,180+,Delhi
11343,LDSMFG_111342,ACTION_FIELD,0.47,286396,90-180,Karnataka
11344,LDSMFG_111343,ACTION_FIELD,0.68,408923,90-180,Delhi
11345,LDSMFG_111344,ACTION_BOT,0.53,170278,90-180,UP
11346,LDSMFG_111345,ACTION_HUMAN_CALL,0.69,492492,90-180,Maharashtra
11347,LDSMFG_111346,ACTION_BOT,0.73,8543,90-180,Karnataka
11348,LDSMFG_111347,ACTION_DIGITAL,0.66,180207,180+,Karnataka
11349,LDSMFG_111348,ACTION_DIGITAL,0.85,252541,180+,Maharashtra
11350,LDSMFG_111349,ACTION_DIGITAL,0.13,109647,30-60,Tamil Nadu
11351,LDSMFG_111350,ACTION_DIGITAL,0.25,40031,30-60,UP
11352,LDSMFG_111351,ACTION_FIELD,0.44,179001,60-90,Tamil Nadu
11353,LDSMFG_111352,ACTION_DIGITAL,0.6,332891,30-60,Tamil Nadu
11354,LDSMFG_111353,ACTION_HUMAN_CALL,0.46,456067,30-60,Delhi
11355,LDSMFG_111354,ACTION_HUMAN_CALL,0.64,322455,90-180,Maharashtra
11356,LDSMFG_111355,ACTION_DIGITAL,0.38,241403,60-90,Delhi
11357,LDSMFG_111356,ACTION_FIELD,0.44,70867,60-90,UP
11358,LDSMFG_111357,ACTION_DIGITAL,0.34,93780,180+,Delhi
11359,LDSMFG_111358,ACTION_FIELD,0.64,62196,60-90,Maharashtra
11360,LDSMFG_111359,ACTION_BOT,0.34,78705,60-90,Karnataka
11361,LDSMFG_111360,ACTION_HUMAN_CALL,0.4,325038,30-60,Delhi
11362,LDSMFG_111361,ACTION_BOT,0.25,354784,30-60,Maharashtra
11363,LDSMFG_111362,ACTION_BOT,0.14,281735,30-60,Karnataka
11364,LDSMFG_111363,ACTION_FIELD,0.37,102247,30-60,Karnataka
11365,LDSMFG_111364,ACTION_BOT,0.28,184965,30-60,Karnataka
11366,LDSMFG_111365,ACTION_DIGITAL,0.27,5727,90-180,Karnataka
11367,LDSMFG_111366,ACTION_HUMAN_CALL,0.41,419575,90-180,Maharashtra
11368,LDSMFG_111367,ACTION_BOT,0.31,48822,60-90,Maharashtra
11369,LDSMFG_111368,ACTION_BOT,0.38,499763,180+,UP
11370,LDSMFG_111369,ACTION_BOT,0.37,370543,30-60,Delhi
11371,LDSMFG_111370,ACTION_BOT,0.27,117113,60-90,Delhi
11372,LDSMFG_111371,ACTION_FIELD,0.77,224606,30-60,Karnataka
11373,LDSMFG_111372,ACTION_BOT,0.52,397575,90-180,Delhi
11374,LDSMFG_111373,ACTION_BOT,0.3,409145,60-90,Maharashtra
11375,LDSMFG_111374,ACTION_DIGITAL,0.33,395732,30-60,Tamil Nadu
11376,LDSMFG_111375,ACTION_DIGITAL,0.39,65091,30-60,Tamil Nadu
11377,LDSMFG_111376,ACTION_HUMAN_CALL,0.7,478594,90-180,UP
11378,LDSMFG_111377,ACTION_HUMAN_CALL,0.22,159591,30-60,Delhi
11379,LDSMFG_111378,ACTION_BOT,0.13,415609,180+,Maharashtra
11380,LDSMFG_111379,ACTION_FIELD,0.31,432534,30-60,UP
11381,LDSMFG_111380,ACTION_HUMAN_CALL,0.76,210603,30-60,Karnataka
11382,LDSMFG_111381,ACTION_HUMAN_CALL,0.49,361336,30-60,Delhi
11383,LDSMFG_111382,ACTION_DIGITAL,0.25,184006,60-90,Maharashtra
11384,LDSMFG_111383,ACTION_FIELD,0.48,377949,60-90,Karnataka
11385,LDSMFG_111384,ACTION_BOT,0.11,479319,60-90,Tamil Nadu
11386,LDSMFG_111385,ACTION_DIGITAL,0.6,164912,60-90,Maharashtra
11387,LDSMFG_111386,ACTION_HUMAN_CALL,0.81,385233,60-90,Delhi
11388,LDSMFG_111387,ACTION_BOT,0.7,94367,30-60,Karnataka
11389,LDSMFG_111388,ACTION_BOT,0.25,18265,30-60,Maharashtra
11390,LDSMFG_111389,ACTION_DIGITAL,0.4,403640,60-90,UP
11391,LDSMFG_111390,ACTION_FIELD,0.72,418841,60-90,Tamil Nadu
11392,LDSMFG_111391,ACTION_FIELD,0.42,84622,30-60,Delhi
11393,LDSMFG_111392,ACTION_BOT,0.34,165259,90-180,Delhi
11394,LDSMFG_111393,ACTION_DIGITAL,0.84,303073,60-90,UP
11395,LDSMFG_111394,ACTION_DIGITAL,0.49,329036,30-60,Maharashtra
11396,LDSMFG_111395,ACTION_DIGITAL,0.7,156611,60-90,Maharashtra
11397,LDSMFG_111396,ACTION_FIELD,0.35,323774,180+,Tamil Nadu
11398,LDSMFG_111397,ACTION_BOT,0.42,226711,30-60,Maharashtra
11399,LDSMFG_111398,ACTION_FIELD,0.35,491626,90-180,Maharashtra
11400,LDSMFG_111399,ACTION_DIGITAL,0.09,407431,60-90,Tamil Nadu
11401,LDSMFG_111400,ACTION_DIGITAL,0.64,175457,60-90,Delhi
11402,LDSMFG_111401,ACTION_DIGITAL,0.79,136025,60-90,UP
11403,LDSMFG_111402,ACTION_FIELD,0.42,92580,60-90,Delhi
11404,LDSMFG_111403,ACTION_HUMAN_CALL,0.44,344606,30-60,Karnataka
11405,LDSMFG_111404,ACTION_BOT,0.09,118396,180+,Tamil Nadu
11406,LDSMFG_111405,ACTION_DIGITAL,0.26,364181,90-180,Maharashtra
11407,LDSMFG_111406,ACTION_DIGITAL,0.51,100310,60-90,Maharashtra
11408,LDSMFG_111407,ACTION_BOT,0.16,161080,60-90,Delhi
11409,LDSMFG_111408,ACTION_DIGITAL,0.49,316072,60-90,UP
11410,LDSMFG_111409,ACTION_HUMAN_CALL,0.27,219168,90-180,Karnataka
11411,LDSMFG_111410,ACTION_HUMAN_CALL,0.65,94876,30-60,Maharashtra
11412,LDSMFG_111411,ACTION_BOT,0.52,29976,90-180,Karnataka
11413,LDSMFG_111412,ACTION_DIGITAL,0.5,250014,30-60,Tamil Nadu
11414,LDSMFG_111413,ACTION_BOT,0.37,392128,60-90,Karnataka
11415,LDSMFG_111414,ACTION_HUMAN_CALL,0.43,163698,30-60,Delhi
11416,LDSMFG_111415,ACTION_FIELD,0.76,365400,60-90,UP
11417,LDSMFG_111416,ACTION_BOT,0.53,367681,30-60,UP
11418,LDSMFG_111417,ACTION_HUMAN_CALL,0.45,195861,60-90,Maharashtra
11419,LDSMFG_111418,ACTION_BOT,0.25,402916,90-180,UP
11420,LDSMFG_111419,ACTION_HUMAN_CALL,0.5,114331,60-90,Maharashtra
11421,LDSMFG_111420,ACTION_BOT,0.64,199717,30-60,Maharashtra
11422,LDSMFG_111421,ACTION_BOT,0.47,256666,30-60,Karnataka
11423,LDSMFG_111422,ACTION_DIGITAL,0.87,471612,60-90,Maharashtra
11424,LDSMFG_111423,ACTION_BOT,0.4,274670,30-60,Karnataka
11425,LDSMFG_111424,ACTION_BOT,0.41,108863,30-60,Karnataka
11426,LDSMFG_111425,ACTION_FIELD,0.48,437716,60-90,Karnataka
11427,LDSMFG_111426,ACTION_HUMAN_CALL,0.58,204121,30-60,Delhi
11428,LDSMFG_111427,ACTION_DIGITAL,0.32,340510,30-60,Tamil Nadu
11429,LDSMFG_111428,ACTION_BOT,0.03,478533,60-90,Maharashtra
11430,LDSMFG_111429,ACTION_HUMAN_CALL,0.56,457333,30-60,Maharashtra
11431,LDSMFG_111430,ACTION_BOT,0.57,61096,30-60,Tamil Nadu
11432,LDSMFG_111431,ACTION_BOT,0.59,143982,60-90,Delhi
11433,LDSMFG_111432,ACTION_DIGITAL,0.24,479599,30-60,Karnataka
11434,LDSMFG_111433,ACTION_DIGITAL,0.32,338329,30-60,Delhi
11435,LDSMFG_111434,ACTION_BOT,0.48,55248,60-90,Delhi
11436,LDSMFG_111435,ACTION_FIELD,0.39,210728,60-90,Maharashtra
11437,LDSMFG_111436,ACTION_HUMAN_CALL,0.39,400167,30-60,Delhi
11438,LDSMFG_111437,ACTION_HUMAN_CALL,0.19,463428,60-90,Maharashtra
11439,LDSMFG_111438,ACTION_DIGITAL,0.87,473917,180+,Maharashtra
11440,LDSMFG_111439,ACTION_BOT,0.03,84888,180+,Karnataka
11441,LDSMFG_111440,ACTION_BOT,0.71,211354,60-90,Delhi
11442,LDSMFG_111441,ACTION_BOT,0.19,245346,30-60,UP
11443,LDSMFG_111442,ACTION_BOT,0.32,99533,60-90,Tamil Nadu
11444,LDSMFG_111443,ACTION_HUMAN_CALL,0.29,46954,30-60,UP
11445,LDSMFG_111444,ACTION_FIELD,0.39,356863,60-90,Maharashtra
11446,LDSMFG_111445,ACTION_FIELD,0.45,144876,180+,Karnataka
11447,LDSMFG_111446,ACTION_BOT,0.28,228777,60-90,Karnataka
11448,LDSMFG_111447,ACTION_HUMAN_CALL,0.38,267739,60-90,UP
11449,LDSMFG_111448,ACTION_BOT,0.15,296736,30-60,Delhi
11450,LDSMFG_111449,ACTION_DIGITAL,0.84,45643,30-60,Maharashtra
11451,LDSMFG_111450,ACTION_BOT,0.39,259793,180+,Maharashtra
11452,LDSMFG_111451,ACTION_BOT,0.64,329809,30-60,Maharashtra
11453,LDSMFG_111452,ACTION_BOT,0.16,419039,30-60,Delhi
11454,LDSMFG_111453,ACTION_HUMAN_CALL,0.85,273116,60-90,Delhi
11455,LDSMFG_111454,ACTION_BOT,0.33,283026,90-180,UP
11456,LDSMFG_111455,ACTION_BOT,0.06,202466,30-60,Maharashtra
11457,LDSMFG_111456,ACTION_HUMAN_CALL,0.56,469271,60-90,Tamil Nadu
11458,LDSMFG_111457,ACTION_FIELD,0.42,159841,30-60,Maharashtra
11459,LDSMFG_111458,ACTION_BOT,0.14,30020,60-90,Karnataka
11460,LDSMFG_111459,ACTION_HUMAN_CALL,0.24,440964,30-60,Delhi
11461,LDSMFG_111460,ACTION_BOT,0.28,369765,60-90,Delhi
11462,LDSMFG_111461,ACTION_HUMAN_CALL,0.39,352518,30-60,Delhi
11463,LDSMFG_111462,ACTION_DIGITAL,0.44,49912,90-180,UP
11464,LDSMFG_111463,ACTION_HUMAN_CALL,0.74,17879,60-90,UP
11465,LDSMFG_111464,ACTION_BOT,0.23,38798,180+,Delhi
11466,LDSMFG_111465,ACTION_BOT,0.45,112791,60-90,Maharashtra
11467,LDSMFG_111466,ACTION_DIGITAL,0.28,488042,30-60,Delhi
11468,LDSMFG_111467,ACTION_BOT,0.34,182145,60-90,Tamil Nadu
11469,LDSMFG_111468,ACTION_BOT,0.29,342935,60-90,Tamil Nadu
11470,LDSMFG_111469,ACTION_FIELD,0.41,334127,30-60,Maharashtra
11471,LDSMFG_111470,ACTION_DIGITAL,0.6,441221,60-90,Maharashtra
11472,LDSMFG_111471,ACTION_FIELD,0.45,492947,30-60,Tamil Nadu
11473,LDSMFG_111472,ACTION_BOT,0.36,138922,90-180,Karnataka
11474,LDSMFG_111473,ACTION_DIGITAL,0.4,164472,180+,Tamil Nadu
11475,LDSMFG_111474,ACTION_FIELD,0.69,279097,30-60,Maharashtra
11476,LDSMFG_111475,ACTION_DIGITAL,0.27,111410,90-180,UP
11477,LDSMFG_111476,ACTION_BOT,0.29,130155,30-60,Tamil Nadu
11478,LDSMFG_111477,ACTION_HUMAN_CALL,0.5,159607,30-60,Karnataka
11479,LDSMFG_111478,ACTION_DIGITAL,0.73,211608,60-90,Tamil Nadu
11480,LDSMFG_111479,ACTION_DIGITAL,0.29,473255,30-60,UP
11481,LDSMFG_111480,ACTION_HUMAN_CALL,0.46,257712,60-90,UP
11482,LDSMFG_111481,ACTION_FIELD,0.76,348173,60-90,Maharashtra
11483,LDSMFG_111482,ACTION_DIGITAL,0.21,9055,30-60,Delhi
11484,LDSMFG_111483,ACTION_HUMAN_CALL,0.64,305314,30-60,UP
11485,LDSMFG_111484,ACTION_DIGITAL,0.51,234016,30-60,UP
11486,LDSMFG_111485,ACTION_HUMAN_CALL,0.58,243657,180+,UP
11487,LDSMFG_111486,ACTION_BOT,0.31,367120,60-90,UP
11488,LDSMFG_111487,ACTION_FIELD,0.36,295395,90-180,UP
11489,LDSMFG_111488,ACTION_DIGITAL,0.73,402748,60-90,Delhi
11490,LDSMFG_111489,ACTION_FIELD,0.64,140996,30-60,Tamil Nadu
11491,LDSMFG_111490,ACTION_DIGITAL,0.67,53037,60-90,Tamil Nadu
11492,LDSMFG_111491,ACTION_FIELD,0.42,476298,60-90,UP
11493,LDSMFG_111492,ACTION_HUMAN_CALL,0.41,97115,60-90,Maharashtra
11494,LDSMFG_111493,ACTION_HUMAN_CALL,0.49,469837,30-60,Delhi
11495,LDSMFG_111494,ACTION_FIELD,0.36,345070,60-90,UP
11496,LDSMFG_111495,ACTION_BOT,0.29,477032,60-90,UP
11497,LDSMFG_111496,ACTION_HUMAN_CALL,0.62,487870,30-60,Karnataka
11498,LDSMFG_111497,ACTION_BOT,0.15,75400,90-180,Delhi
11499,LDSMFG_111498,ACTION_DIGITAL,0.76,104525,60-90,Tamil Nadu
11500,LDSMFG_111499,ACTION_DIGITAL,0.5,368308,60-90,Delhi
11501,LDSMFG_111500,ACTION_FIELD,0.35,228457,90-180,Tamil Nadu
11502,LDSMFG_111501,ACTION_BOT,0.78,229174,30-60,Tamil Nadu
11503,LDSMFG_111502,ACTION_DIGITAL,0.85,146774,180+,Karnataka
11504,LDSMFG_111503,ACTION_BOT,0.25,373876,30-60,UP
11505,LDSMFG_111504,ACTION_HUMAN_CALL,0.33,20385,30-60,Delhi
11506,LDSMFG_111505,ACTION_HUMAN_CALL,0.36,276480,90-180,Tamil Nadu
11507,LDSMFG_111506,ACTION_DIGITAL,0.34,332565,30-60,Karnataka
11508,LDSMFG_111507,ACTION_FIELD,0.71,429441,90-180,Maharashtra
11509,LDSMFG_111508,ACTION_BOT,0.3,41021,30-60,Maharashtra
11510,LDSMFG_111509,ACTION_DIGITAL,0.35,401998,60-90,Maharashtra
11511,LDSMFG_111510,ACTION_DIGITAL,0.64,487093,30-60,UP
11512,LDSMFG_111511,ACTION_HUMAN_CALL,0.47,122369,90-180,Karnataka
11513,LDSMFG_111512,ACTION_HUMAN_CALL,0.67,225702,30-60,UP
11514,LDSMFG_111513,ACTION_DIGITAL,0.31,54111,90-180,UP
11515,LDSMFG_111514,ACTION_FIELD,0.4,94402,30-60,Tamil Nadu
11516,LDSMFG_111515,ACTION_BOT,0.14,124774,60-90,UP
11517,LDSMFG_111516,ACTION_FIELD,0.36,258724,30-60,Delhi
11518,LDSMFG_111517,ACTION_BOT,0.46,220657,180+,Maharashtra
11519,LDSMFG_111518,ACTION_HUMAN_CALL,0.37,309863,90-180,Karnataka
11520,LDSMFG_111519,ACTION_DIGITAL,0.69,232600,60-90,Maharashtra
11521,LDSMFG_111520,ACTION_HUMAN_CALL,0.48,185109,180+,UP
11522,LDSMFG_111521,ACTION_FIELD,0.41,478319,180+,UP
11523,LDSMFG_111522,ACTION_HUMAN_CALL,0.54,130695,60-90,Karnataka
11524,LDSMFG_111523,ACTION_HUMAN_CALL,0.76,139585,30-60,UP
11525,LDSMFG_111524,ACTION_HUMAN_CALL,0.11,251255,60-90,Karnataka
11526,LDSMFG_111525,ACTION_BOT,0.12,149407,30-60,Tamil Nadu
11527,LDSMFG_111526,ACTION_HUMAN_CALL,0.32,180212,60-90,Delhi
11528,LDSMFG_111527,ACTION_DIGITAL,0.28,109126,180+,Maharashtra
11529,LDSMFG_111528,ACTION_FIELD,0.43,216445,30-60,UP
11530,LDSMFG_111529,ACTION_DIGITAL,0.29,82658,90-180,Karnataka
11531,LDSMFG_111530,ACTION_HUMAN_CALL,0.38,170912,180+,Delhi
11532,LDSMFG_111531,ACTION_BOT,0.49,298151,90-180,Tamil Nadu
11533,LDSMFG_111532,ACTION_HUMAN_CALL,0.57,455163,60-90,Karnataka
11534,LDSMFG_111533,ACTION_HUMAN_CALL,0.43,111833,60-90,Maharashtra
11535,LDSMFG_111534,ACTION_FIELD,0.4,123637,90-180,Karnataka
11536,LDSMFG_111535,ACTION_HUMAN_CALL,0.66,387865,30-60,Delhi
11537,LDSMFG_111536,ACTION_FIELD,0.37,98220,90-180,Delhi
11538,LDSMFG_111537,ACTION_HUMAN_CALL,0.25,31393,60-90,UP
11539,LDSMFG_111538,ACTION_BOT,0.17,62480,30-60,UP
11540,LDSMFG_111539,ACTION_HUMAN_CALL,0.53,384387,90-180,Delhi
11541,LDSMFG_111540,ACTION_HUMAN_CALL,0.45,355434,30-60,Delhi
11542,LDSMFG_111541,ACTION_HUMAN_CALL,0.56,484551,90-180,Maharashtra
11543,LDSMFG_111542,ACTION_DIGITAL,0.67,371407,60-90,Delhi
11544,LDSMFG_111543,ACTION_BOT,0.62,145179,60-90,Karnataka
11545,LDSMFG_111544,ACTION_BOT,0.75,273137,60-90,Maharashtra
11546,LDSMFG_111545,ACTION_DIGITAL,0.37,494557,30-60,Karnataka
11547,LDSMFG_111546,ACTION_BOT,0.41,98650,60-90,Delhi
11548,LDSMFG_111547,ACTION_HUMAN_CALL,0.38,239397,90-180,Karnataka
11549,LDSMFG_111548,ACTION_FIELD,0.37,384739,30-60,Karnataka
11550,LDSMFG_111549,ACTION_BOT,0.34,57066,30-60,UP
11551,LDSMFG_111550,ACTION_DIGITAL,0.59,378994,90-180,UP
11552,LDSMFG_111551,ACTION_FIELD,0.65,310086,60-90,Tamil Nadu
11553,LDSMFG_111552,ACTION_DIGITAL,0.82,21138,60-90,UP
11554,LDSMFG_111553,ACTION_HUMAN_CALL,0.84,123558,30-60,Tamil Nadu
11555,LDSMFG_111554,ACTION_FIELD,0.45,263480,60-90,Delhi
11556,LDSMFG_111555,ACTION_FIELD,0.75,442743,90-180,UP
11557,LDSMFG_111556,ACTION_FIELD,0.34,276334,60-90,Tamil Nadu
11558,LDSMFG_111557,ACTION_DIGITAL,0.32,359403,30-60,Maharashtra
11559,LDSMFG_111558,ACTION_FIELD,0.39,83422,30-60,Tamil Nadu
11560,LDSMFG_111559,ACTION_DIGITAL,0.37,191770,60-90,Maharashtra
11561,LDSMFG_111560,ACTION_BOT,0.48,87315,60-90,Maharashtra
11562,LDSMFG_111561,ACTION_BOT,0.29,491926,30-60,Maharashtra
11563,LDSMFG_111562,ACTION_HUMAN_CALL,0.76,34086,60-90,Maharashtra
